IdA,IdB,TextA,TextB,LenA,LenB,Levenshtein-Distance,Jaccard_Distance,Sentence_similarity_vect,similarity
http://www.politifact.com/rhode-island/statements/2012/sep/07/david-cicilline/u-s-rep-david-cicilline-says-when-he-was-mayor-pro/,http://www.politifact.com/rhode-island/statements/2012/sep/14/brendan-doherty/brendan-doherty-says-incumbent-us-rep-david-cicill/,"U. S. Rep. David Cicilline says that when he was mayor of Providence, the city’s internal auditor was not blocked from accessing financial records","Brendan Doherty says incumbent U.S. Rep. David Cicilline, as Providence mayor, intentionally missed deadlines for providing information to the city's external auditors",146,167,123,0.0975609756097561,0.746706,26.347305389221553
http://www.politifact.com/ohio/statements/2011/jul/15/john-boehner/house-speaker-john-boehner-says-obamas-economists-/,http://www.politifact.com/texas/statements/2011/jul/20/david-dewhurst/david-dewhurst-says-presidents-economists-say-stim/,"House Speaker John Boehner says Obama's economists figure stimulus cost at $278,000 per job","David Dewhurst says president's economists say stimulus-created jobs cost $278,000 each",91,87,57,0.19047619047619047,0.9545359,37.362637362637365
http://www.politifact.com/truth-o-meter/statements/2012/jun/29/mitt-romney/mitt-romney-says-obamacare-means-20-million-americ/,http://www.politifact.com/truth-o-meter/statements/2012/oct/04/mitt-romney/mitt-romney-says-20-million-will-lose-health-insur/,Mitt Romney says ''Obamacare'' means up to 20 million Americans will lose insurance they like and want,Mitt Romney says up to 20 million will lose health insurance due to Obama health care law,102,89,59,0.45454545454545453,0.9448786,42.15686274509803
http://www.politifact.com/truth-o-meter/statements/2014/dec/21/barack-obama/obama-iran-has-not-advanced-nuclear-ambitions-us-n/,http://www.politifact.com/punditfact/statements/2014/dec/31/stephen-hayes/hayes-iran-cheated-interim-nuclear-deal/,Obama: Iran has not advanced nuclear ambitions since U.S. negotiations started,Stephen Hayes: Iran cheated on the interim nuclear deal,78,55,59,0.1111111111111111,0.6845701,24.35897435897436
http://www.politifact.com/new-jersey/statements/2011/jul/19/national-republican-congressional-committee/NRCC-stimulus-278k-per-job/,http://www.politifact.com/texas/statements/2011/jul/20/david-dewhurst/david-dewhurst-says-presidents-economists-say-stim/,"NRCC says stimulus supported by New Jersey Democrats cost $278,000 per job","David Dewhurst says president's economists say stimulus-created jobs cost $278,000 each",74,87,59,0.15,0.9008796,32.18390804597702
http://www.politifact.com/truth-o-meter/statements/2008/jan/11/chain-email/church-claims-commitment-as-ethnic-heritage/,http://www.politifact.com/truth-o-meter/statements/2008/jan/11/chain-email/any-race-may-join-chicago-church/,Church claims commitment as ethnic heritage,Any race may join Chicago church,43,32,33,0.09090909090909091,0.565331,23.25581395348837
http://www.politifact.com/truth-o-meter/statements/2018/oct/04/donald-trump/donald-trumps-inventions-about-richard-blumenthal-/,http://www.politifact.com/truth-o-meter/statements/2018/oct/04/donald-trump/donald-trump-sen-blumenthal-lied-about-his-service/,Donald Trump's inventions about Richard Blumenthal and Vietnam,Donald Trump: Sen. Blumenthal 'lied about his service' in Vietnam,62,65,37,0.2857142857142857,0.7140101,43.07692307692308
http://www.politifact.com/punditfact/statements/2014/may/23/ed-schultz/ed-schultz-says-walmart-workers-rely-5800-public-a/,http://www.politifact.com/truth-o-meter/statements/2012/dec/06/alan-grayson/alan-grayson-says-more-walmart-employees-medicaid-/,"Ed Schultz says Walmart workers rely on $5,800 in public assistance a year","Alan Grayson says more Walmart employees on Medicaid, food stamps than other companies",74,86,61,0.13043478260869565,0.680861,29.06976744186046
http://www.politifact.com/truth-o-meter/statements/2011/oct/03/martin-omalley/did-chris-christies-new-jersey-create-no-net-new-j/,http://www.politifact.com/truth-o-meter/statements/2011/oct/03/martin-omalley/under-chris-christie-does-new-jersey-have-one-high/,Did Chris Christie's New Jersey create no net new jobs last year?,"Under Chris Christie, does New Jersey have ''one of the higher unemployment rates in the country''?",65,99,54,0.13043478260869565,0.60722,45.45454545454546
http://www.politifact.com/rhode-island/statements/2015/mar/02/thomas-tobin/ri-bishop-thomas-tobin-says-abortions-make-94-plan/,http://www.politifact.com/punditfact/statements/2015/aug/04/sandra-smith/fox-business-reporter-95-planned-parenthoods-pregn/,R.I. Bishop Thomas Tobin says abortions make up 94% of Planned Parent services for pregnant women,Fox Business reporter: 95% of Planned Parenthood's 'pregnancy services' were abortions,97,86,70,0.125,0.9163213,27.835051546391753
http://www.politifact.com/oregon/statements/2011/nov/01/john-lee/does-clackamas-county-have-more-urban-renewal-debt/,http://www.politifact.com/oregon/statements/2011/nov/02/ann-lininger/will-countywide-vote-urban-renewal-cost-taxpayers-/,Does Clackamas County have more urban renewal debt than all the other counties combined?,Will a countywide vote on urban renewal cost taxpayers “a fortune” and an alternative backed by Clackamas County commissioners cost less?,88,137,93,0.13333333333333333,0.74718064,32.11678832116789
http://www.politifact.com/texas/statements/2014/may/09/greg-abbott/abbott-claim-wendy-davis-raised-money-member-socia/,http://www.politifact.com/texas/statements/2014/may/09/david-dewhurst/dewhurst-claim-wendy-davis-raised-money-socialists/,"Abbott claim that Wendy Davis raised money for a member of socialist group unconfirmed, ridiculous",Dewhurst claim that Wendy Davis raised money for socialists group unsupported and ridiculous,98,92,30,0.47368421052631576,0.9508077,69.38775510204081
http://www.politifact.com/truth-o-meter/statements/2012/jan/06/barack-obama/ad-says-president-barack-obama-put-place-historic-/,http://www.politifact.com/truth-o-meter/statements/2012/sep/10/barack-obama/obama-fuel-standards-inaction/,Ad says President Barack Obama put in place 'historic fuel efficiency standards',President Barack Obama says he raised fuel standards after '30 years of inaction',80,81,52,0.25,0.722054,35.802469135802475
http://www.politifact.com/truth-o-meter/statements/2012/jan/08/mitt-romney/mitt-romney-once-again-says-us-inches-away-no-long/,http://www.politifact.com/truth-o-meter/statements/2011/aug/12/mitt-romney/mitt-romney-gets-another-pants-fire-saying-were-in/,"Mitt Romney, once again, says U.S. is 'inches away from no longer being a free economy'",Mitt Romney gets another Pants on Fire for saying we're 'inches away' from not being capitalist any more,87,104,58,0.13333333333333333,0.7933928,44.230769230769226
http://www.politifact.com/truth-o-meter/statements/2008/jan/11/chain-email/not-a-muslim-not-mohammed/,http://www.politifact.com/truth-o-meter/statements/2008/jan/11/chain-email/any-race-may-join-chicago-church/,Not a Muslim; not Mohammed,Any race may join Chicago church,26,32,27,0.0,0.017124992,15.625
http://www.politifact.com/truth-o-meter/statements/2009/nov/19/recoverygov/recoverygov-shows-jobs-congressional-districts-don/,http://www.politifact.com/truth-o-meter/statements/2009/nov/24/jeff-miller/nonexistent-congressional-districts-recovery-gov/,Recovery.gov shows jobs in Congressional districts that don't exist,Nonexistent congressional districts were on Recovery.gov. They're gone now.,67,75,58,0.125,0.63144076,22.666666666666668
http://www.politifact.com/truth-o-meter/statements/2011/may/25/agenda-project/throw-granny-cliff-asks-what-country-would-be-with/,http://www.politifact.com/truth-o-meter/statements/2011/may/25/agenda-project/throw-granny-cliff-ad-says-paul-ryan-plan-would-pr/,Throw-granny-from-the-cliff ad asks what the U.S. would be “without Medicare'',Throw-granny-from-the-cliff ad says Paul Ryan plan would privatize Medicare,78,75,27,0.1875,0.7866061,65.38461538461539
http://www.politifact.com/truth-o-meter/statements/2011/jun/03/sarah-palin/palin-claims-gulf-oil-drilling-moratorium-responsi/,http://www.politifact.com/truth-o-meter/statements/2011/jun/03/sarah-palin/palin-claims-loss-gulf-oil-production-gulf-will-co/,"Palin claims Gulf of Mexico drilling moratorium will cause projected 150,000 barrel a day production drop ",Palin claims loss of oil production in Gulf of Mexico will cost $8 billion a day in imports,106,91,68,0.391304347826087,0.81923175,35.84905660377359
http://www.politifact.com/truth-o-meter/statements/2012/jan/19/newt-gingrich/gingrich-ad-says-mitt-romney-enacted-taxpayer-fund/,http://www.politifact.com/truth-o-meter/statements/2012/jan/20/newt-gingrich/Gingrich-ad-says-Mitt-Romney-appointed-Planned-Par/,Newt Gingrich ad says Mitt Romney enacted taxpayer-funded abortions,Gingrich ad says Mitt Romney appointed Planned Parenthood to a medical board but not an anti-abortion group,67,107,62,0.23809523809523808,0.747689,42.056074766355145
http://www.politifact.com/truth-o-meter/statements/2008/jan/11/chain-email/not-a-muslim-not-mohammed/,http://www.politifact.com/truth-o-meter/statements/2008/jan/11/chain-email/church-claims-commitment-as-ethnic-heritage/,Not a Muslim; not Mohammed,Church claims commitment as ethnic heritage,26,43,35,0.0,0.19849212,18.6046511627907
http://www.politifact.com/truth-o-meter/statements/2014/jan/28/barack-obama/state-union-obama-says-us-produces-more-oil-it-buy/,http://www.politifact.com/truth-o-meter/statements/2014/jan/17/barack-obama/obama-says-us-produces-more-oil-it-imports-first-t/,"In State of the Union, Obama says U.S. produces more oil than it buys",Obama says U.S. produces more oil than it imports for first time in nearly 20 years,69,83,62,0.42857142857142855,0.83279884,25.30120481927711
http://www.politifact.com/truth-o-meter/statements/2011/nov/28/democratic-national-committee/dnc-ad-says-mitt-romney-flip-flopped-obama-stimulu/,http://www.politifact.com/truth-o-meter/statements/2012/may/18/mitt-romney/mitt-romney-didnt-flip-flop-obama-stimulus/,DNC ad says Mitt Romney flip-flopped on Obama stimulus,Did Mitt Romney flip-flop on the economic stimulus?,54,51,23,0.21428571428571427,0.82387125,57.407407407407405
http://www.politifact.com/new-hampshire/statements/2012/may/11/charles-bass/expiration-bush-tax-cuts-largest-increase/,http://www.politifact.com/texas/statements/2012/aug/03/francisco-quico-canseco/quico-canseco-says-bush-cuts-expiring-would-cause-/,Charlie Bass says expiration of Bush tax cuts would be highest tax increase in history,Quico Canseco says Bush cuts expiring would cause biggest U.S. tax hike ever,86,76,62,0.22727272727272727,0.8580312,27.906976744186053
http://www.politifact.com/truth-o-meter/statements/2008/mar/05/votevetsorg/a-fair-summary-of-what-he-said/,http://www.politifact.com/truth-o-meter/statements/2008/mar/05/barack-obama/straight-talk-twisted/,A fair summary of what he said,"Straight talk, twisted",30,22,23,0.0,0.5003538,23.33333333333333
http://www.politifact.com/truth-o-meter/statements/2011/jan/19/chris-van-hollen/rep-chris-van-hollen-says-insurance-premiums-doubl/,http://www.politifact.com/truth-o-meter/statements/2011/jan/19/chris-van-hollen/rep-chris-van-hollen-says-insurance-company-profit/,"Rep, Chris Van Hollen says insurance premiums doubled between 2000 and 2006",Rep. Chris Van Hollen says insurance company profits quadrupled,75,63,34,0.3125,0.8768071,54.666666666666664
http://www.politifact.com/truth-o-meter/statements/2010/sep/17/barbara-boxer/ad-sen-barbara-boxer-attacks-carly-fiorina-layoffs/,http://www.politifact.com/truth-o-meter/statements/2015/may/05/anonymous-cyber-squatter/cyber-squatter-accuses-carly-fiorina-30000-layoffs/,Ad from Sen. Barbara Boxer attacks Carly Fiorina for layoffs at HP,"Cyber-squatter accuses Carly Fiorina of wishing she'd laid off 30,000 employees more quickly",66,92,72,0.08695652173913043,0.761134,21.739130434782606
http://www.politifact.com/florida/statements/2016/mar/10/ted-cruz/ted-cruz-says-donald-trump-said-he-will-be-neutral/,http://www.politifact.com/florida/statements/2016/mar/01/conservative-solutions-pac/would-donald-trump-be-neutral-between-israel-and-i/,Ted Cruz says Donald Trump said he will be 'neutral' between Israel and Palestinians,Would Donald Trump be 'neutral' between Israel and its enemies?,84,63,36,0.4117647058823529,0.83739156,57.14285714285714
http://www.politifact.com/wisconsin/statements/2011/jan/06/jim-sullivan/milwaukee-county-executive-candidate-jim-sullivan-/,http://www.politifact.com/wisconsin/statements/2011/feb/10/jim-sullivan/milwaukee-county-executive-candidate-jim-sullivan-/,Milwaukee County executive candidate Jim Sullivan says police have to wait for hours with mental health patients,Milwaukee County executive candidate Jim Sullivan says police have to wait for hours with mental health patients,112,112,0,1.0,0.99999994,100.0
http://www.politifact.com/truth-o-meter/statements/2012/oct/11/joe-biden/says-mitt-romney-paul-ryan-would-eliminate-guarant/,http://www.politifact.com/truth-o-meter/statements/2012/sep/17/barack-obama/barack-obama-right-guaranteed-benefits-under-medic/,"Joe Biden says Mitt Romney, Paul Ryan would 'eliminate the guarantee of Medicare.'",Is Barack Obama right on 'guaranteed benefits' under Medicare?,82,62,53,0.0,0.56884384,35.36585365853659
